animal,energie,faim,nourriture,predateurs,pret_reproduction,partenaire_proche,decision
1,67,22,0,2,0,1,2
0,65,72,1,1,1,1,2
2,17,87,0,0,1,1,0
1,25,79,1,1,0,1,2
2,40,7,0,2,0,0,2
1,95,10,0,0,1,0,1
0,75,86,0,2,1,1,2
2,91,31,0,2,0,1,2
0,19,7,0,2,1,1,2
2,77,10,1,0,0,1,1
0,56,91,1,0,0,0,3
1,35,66,1,1,1,1,2
0,50,87,0,1,1,0,2
1,4,17,0,1,1,1,2
2,17,42,1,1,1,0,2
2,36,98,1,2,1,0,2
0,41,90,0,2,1,0,2
0,68,85,1,2,1,0,2
1,77,0,0,2,0,0,2
1,96,6,1,2,1,1,2
0,22,4,1,0,0,0,1
0,8,48,0,1,1,0,2
2,21,46,1,0,0,0,3
0,14,20,1,0,0,1,1
0,65,46,0,1,0,0,2
1,26,81,1,1,1,1,2
1,1,36,1,1,1,1,4
1,46,83,0,2,1,1,2
1,25,91,1,2,1,0,2
2,72,33,1,2,1,0,2
1,96,12,0,0,0,0,1
2,86,73,0,1,1,1,2
1,69,66,0,0,1,0,1
1,12,79,0,2,1,1,2
2,29,49,1,2,1,1,2
0,49,92,0,0,0,0,1
1,91,77,0,0,1,0,1
2,44,100,0,1,1,1,2
1,95,13,1,1,1,0,2
1,25,81,0,1,0,1,2
2,9,53,1,2,0,1,2
1,91,64,0,2,1,0,2
0,80,81,1,2,1,0,2
0,58,16,0,2,0,1,2
2,39,40,0,2,0,0,2
1,94,79,0,2,1,1,2
2,76,52,0,2,1,1,2
0,69,21,1,2,0,0,2
0,82,73,1,1,0,1,2
1,31,32,0,1,1,1,2
1,36,90,1,1,1,0,2
1,59,59,1,1,1,1,2
1,8,46,1,1,0,1,2
2,78,23,1,2,1,1,2
1,12,7,1,0,1,1,1
1,77,4,0,1,1,1,2
0,8,1,1,0,1,1,1
1,33,67,0,0,1,1,1
1,13,66,0,1,1,0,2
2,35,51,0,1,0,0,2
1,96,9,1,1,0,1,2
1,73,95,0,0,1,1,1
1,82,35,0,1,1,0,2
2,45,88,1,2,0,1,2
0,4,29,1,1,0,0,2
1,84,1,0,0,0,0,1
0,51,74,1,2,0,0,2
1,65,47,0,2,0,0,2
1,47,21,0,0,0,1,1
2,4,7,0,2,1,1,2
1,17,55,0,1,1,0,2
2,45,77,1,0,1,0,3
0,41,40,1,0,1,1,5
0,34,47,1,0,1,1,3
0,17,62,0,1,0,0,2
0,3,100,0,0,1,0,1
1,21,0,1,1,0,0,2
0,78,21,0,0,1,1,5
1,62,38,0,2,0,0,2
0,1,1,1,2,0,0,4
1,22,41,1,2,0,1,2
0,84,60,1,0,1,1,3
1,8,55,0,1,0,1,2
2,94,100,1,1,1,0,2
2,91,25,1,0,0,1,1
2,53,67,1,2,1,0,2
2,52,57,1,1,0,1,2
1,8,56,0,2,1,1,2
0,100,81,1,0,1,0,3
1,30,56,1,1,0,0,2
1,11,51,0,1,1,1,2
1,93,73,0,0,1,0,1
2,80,63,0,2,0,0,2
0,77,77,1,0,0,0,3
2,87,71,0,0,1,0,1
0,73,13,1,0,0,0,1
1,95,84,0,2,1,1,2
0,68,93,1,2,0,0,2
0,55,73,1,1,1,0,2
1,41,85,1,0,0,1,3
0,37,11,1,2,1,0,2
0,53,72,1,1,1,1,2
1,78,47,0,2,1,0,2
1,11,81,0,2,0,0,2
1,33,4,1,1,0,1,2
1,73,5,0,1,1,0,2
1,73,48,0,1,1,1,2
0,16,30,0,0,0,1,1
1,18,4,0,2,1,0,2
0,59,5,1,1,1,1,2
0,65,100,0,1,1,0,2
0,71,3,0,0,0,1,1
0,32,95,0,0,0,1,1
2,64,74,0,0,1,0,1
2,58,7,1,0,0,1,1
1,48,47,0,0,1,1,5
0,37,46,0,2,1,1,2
2,39,52,0,2,0,0,2
1,100,7,0,2,1,0,2
0,4,45,1,2,0,1,2
0,47,45,1,0,0,0,3
2,88,29,0,1,1,1,2
1,14,29,0,1,1,1,2
0,24,39,1,2,0,1,2
1,86,73,0,1,1,0,2
1,94,32,0,0,0,1,1
1,37,66,1,0,1,1,3
1,0,78,1,2,0,1,4
1,62,3,0,2,1,0,2
1,82,73,1,0,0,1,3
0,28,30,1,0,0,1,1
2,95,18,0,2,1,1,2
2,3,58,1,0,1,0,0
1,5,82,1,0,0,1,0
0,42,80,0,1,1,0,2
2,22,53,0,0,1,1,0
2,46,43,1,2,0,0,2
1,58,33,1,0,1,0,1
0,4,82,1,0,1,1,3
0,87,78,0,1,1,0,2
0,28,52,1,2,0,1,2
2,69,70,1,1,1,0,2
2,53,81,1,1,1,1,2
2,60,46,0,1,0,1,2
1,44,91,1,1,1,0,2
0,25,72,1,0,0,0,3
1,84,43,1,1,0,1,2
0,26,83,0,0,0,1,1
2,80,51,1,2,0,0,2
2,93,1,0,1,0,1,2
0,62,36,0,2,0,0,2
0,29,77,1,0,0,1,3
1,45,6,1,2,1,1,2
1,46,71,0,1,1,0,2
0,72,61,1,2,0,0,2
1,21,95,1,1,0,0,2
1,71,61,0,2,0,0,2
1,79,57,0,0,1,0,1
2,91,21,0,0,1,0,1
0,81,44,1,0,0,1,3
1,29,75,0,2,0,0,2
1,72,46,1,1,1,1,2
0,88,82,0,2,0,0,2
1,12,100,1,2,1,1,2
1,12,20,0,0,1,1,1
1,2,16,0,1,0,0,4
0,51,11,0,2,1,1,2
1,74,40,0,0,1,0,1
1,39,64,1,0,1,0,3
2,79,44,1,2,1,0,2
1,60,52,0,2,1,0,2
1,26,36,0,0,0,1,1
2,79,82,1,1,1,0,2
0,45,56,1,0,1,1,3
0,100,53,0,2,1,1,2
1,2,42,0,0,1,1,4
1,35,44,0,0,1,0,1
1,30,70,1,1,0,1,2
0,23,23,1,1,1,0,2
0,45,29,1,0,1,1,5
1,13,93,0,2,0,0,2
2,84,4,0,0,0,0,1
2,63,33,0,0,1,0,1
0,73,82,1,1,1,0,2
1,48,4,0,1,1,1,2
1,38,16,0,0,1,0,1
0,100,68,0,2,1,1,2
1,62,98,0,2,0,1,2
1,32,99,1,2,0,0,2
0,33,49,1,2,1,1,2
1,96,61,1,0,0,1,3
1,70,19,1,1,0,0,2
2,87,42,1,1,0,1,2
1,90,44,1,2,0,0,2
1,82,19,1,0,1,1,5
0,82,31,0,1,1,1,2
1,43,14,0,2,0,0,2
1,41,35,1,1,0,0,2
1,65,46,0,1,1,0,2
0,41,33,1,2,1,0,2
2,60,83,0,2,1,1,2
1,30,36,1,0,1,0,1
2,62,90,1,2,0,1,2
1,35,53,1,2,1,0,2
2,30,47,1,0,0,0,3
1,76,43,0,0,1,0,1
1,37,97,0,1,0,0,2
2,48,59,1,2,1,1,2
1,44,36,1,2,0,0,2
1,58,70,1,0,0,1,3
1,19,19,0,0,1,0,1
0,92,2,0,2,1,1,2
2,32,57,1,2,0,1,2
2,75,54,1,1,1,0,2
1,29,72,0,2,1,1,2
1,78,6,1,0,1,0,1
0,33,43,1,0,0,0,3
2,95,22,0,0,0,1,1
1,74,92,1,2,0,0,2
2,69,36,0,1,1,0,2
1,96,61,0,2,1,1,2
1,74,26,1,2,1,0,2
1,86,49,1,2,1,1,2
1,35,8,1,2,1,1,2
2,80,87,0,0,1,1,1
2,94,15,1,0,0,0,1
2,66,16,1,1,1,0,2
1,38,3,1,1,1,1,2
2,53,55,0,0,0,1,1
2,19,13,0,0,0,0,1
1,13,1,0,0,1,1,1
1,92,48,1,1,1,0,2
0,8,51,1,2,0,0,2
2,21,39,1,1,0,0,2
1,45,76,0,0,1,1,1
1,37,44,1,0,1,1,3
2,87,24,1,0,1,0,1
0,87,45,0,2,1,0,2
2,53,74,0,1,1,0,2
2,56,44,0,1,1,0,2
2,99,10,1,0,1,1,5
0,18,4,0,1,0,0,2
2,3,26,0,2,0,0,2
2,8,82,1,0,1,1,0
1,66,19,0,2,0,0,2
0,22,74,1,0,1,1,3
1,38,95,1,0,0,0,3
2,66,16,0,0,0,0,1
2,94,57,0,2,0,0,2
2,66,8,0,2,1,1,2
0,73,50,1,0,0,1,3
1,48,26,1,2,1,0,2
1,99,67,1,2,1,0,2
1,50,80,0,2,1,1,2
1,38,86,1,0,1,1,3
1,11,55,0,2,0,0,2
1,28,99,1,2,0,1,2
2,96,22,1,1,0,1,2
2,89,26,1,2,1,1,2
2,9,32,1,2,1,1,2
1,47,11,0,1,1,0,2
1,18,77,0,0,0,1,0
0,18,66,0,0,0,0,1
1,5,17,1,2,0,0,2
2,69,61,0,0,0,0,1
2,83,78,0,0,0,1,1
1,38,82,0,2,0,1,2
1,62,11,1,0,0,1,1
2,53,55,0,1,0,0,2
1,53,0,1,0,0,1,1
2,51,15,0,0,0,1,1
2,78,46,0,2,1,1,2
1,34,39,0,0,0,0,1
1,90,39,0,2,1,0,2
2,21,45,0,2,1,1,2
0,1,14,0,2,1,1,4
2,80,78,0,1,1,0,2
2,18,4,0,2,0,1,2
0,27,88,1,1,0,1,2
1,18,6,0,2,0,1,2
0,65,56,1,1,0,0,2
0,25,30,0,0,0,1,1
0,96,72,1,1,1,1,2
1,36,92,1,0,1,0,3
1,53,11,1,1,0,1,2
2,76,30,1,2,0,1,2
2,19,37,0,2,1,1,2
2,98,58,0,0,1,0,1
2,27,74,0,0,1,1,0
2,90,35,1,2,0,0,2
1,19,2,0,2,1,0,2
1,42,72,0,2,1,1,2
0,19,6,0,0,1,0,1
2,8,33,0,2,1,1,2
2,74,89,1,2,0,1,2
1,97,0,1,2,0,0,2
1,45,52,1,2,1,1,2
0,48,55,1,1,1,1,2
2,38,35,0,2,0,1,2
0,94,23,0,2,0,1,2
0,80,29,0,0,0,1,1
1,77,7,1,2,0,1,2
2,70,74,1,0,0,0,3
1,53,91,1,1,1,1,2
0,70,92,0,0,0,0,1
2,81,47,0,0,0,0,1
1,87,33,0,1,0,1,2
0,49,98,0,1,0,0,2
0,90,15,1,1,0,0,2
0,77,61,0,2,1,1,2
0,40,34,1,1,0,1,2
0,39,21,0,0,0,0,1
1,42,36,0,0,1,1,5
2,2,69,1,1,1,1,4
1,70,88,0,0,0,0,1
2,11,95,0,2,0,0,2
1,0,43,1,0,0,0,4
1,68,63,1,1,1,0,2
1,52,83,0,0,0,1,1
0,43,23,1,1,0,0,2
0,40,76,0,2,1,0,2
0,9,52,0,1,1,1,2
1,96,99,0,0,1,1,1
2,39,45,0,0,0,0,1
1,60,31,1,2,0,0,2
0,19,13,0,0,0,1,1
0,11,42,1,0,1,1,3
1,2,33,1,1,1,0,4
0,24,97,0,2,1,1,2
0,72,91,1,1,0,0,2
1,44,24,1,0,1,1,5
1,9,46,1,0,1,1,3
0,7,51,0,0,0,0,1
2,57,13,0,0,0,0,1
1,23,77,1,0,1,0,0
2,38,58,1,2,1,1,2
2,85,54,1,0,0,1,3
0,38,81,0,0,0,0,1
2,94,66,0,1,1,0,2
2,54,51,0,2,1,1,2
0,91,7,0,2,1,0,2
1,8,14,1,2,0,1,2
0,21,35,0,0,1,1,1
1,77,49,1,1,0,1,2
2,48,33,0,2,0,0,2
0,71,84,0,2,1,0,2
1,100,69,1,1,1,1,2
2,87,60,0,1,1,1,2
0,49,85,1,1,1,0,2
1,79,82,0,0,1,1,1
2,4,8,0,2,1,1,2
2,6,71,0,1,0,1,2
2,83,17,0,1,0,1,2
0,92,5,0,0,0,0,1
2,2,6,1,0,0,1,4
1,95,85,1,0,0,1,3
0,55,34,1,1,0,1,2
2,18,73,0,1,0,1,2
0,50,5,0,0,0,1,1
1,36,88,0,1,1,0,2
0,24,26,0,1,0,0,2
1,50,6,1,2,0,0,2
0,32,86,1,1,0,1,2
0,63,18,1,0,0,0,1
0,71,6,0,1,0,0,2
0,28,66,0,1,1,0,2
0,2,52,0,2,1,0,4
1,61,89,1,0,1,1,3
1,74,67,0,0,0,0,1
2,90,9,0,2,1,1,2
1,99,6,1,1,0,0,2
1,15,94,0,0,0,1,0
0,67,92,1,1,1,1,2
2,50,49,0,2,0,0,2
0,72,97,0,0,0,0,1
2,85,42,0,0,0,1,1
1,75,17,0,2,1,0,2
1,53,3,0,2,0,0,2
0,28,14,1,2,0,1,2
2,64,29,0,0,0,0,1
2,18,86,0,2,0,0,2
0,93,35,1,1,1,1,2
1,71,58,1,2,1,0,2
0,90,15,0,2,1,1,2
0,65,92,1,0,1,0,3
2,74,7,0,0,1,0,1
0,14,44,0,1,1,1,2
1,33,70,1,1,0,1,2
0,52,29,1,2,0,1,2
0,58,22,0,1,0,1,2
0,65,3,0,1,0,1,2
1,26,75,1,2,0,1,2
2,61,87,1,1,0,1,2
1,59,11,1,2,0,1,2
1,9,4,1,0,0,1,1
2,58,93,0,2,1,1,2
0,97,22,1,1,1,1,2
2,72,29,1,0,0,0,1
2,99,56,1,1,1,0,2
2,63,9,1,2,0,0,2
0,39,23,0,1,0,0,2
2,42,65,0,1,1,0,2
0,48,55,1,1,1,1,2
0,37,54,0,0,0,1,1
2,95,74,0,0,1,0,1
2,23,47,1,0,0,0,3
0,13,76,0,1,0,0,2
0,89,49,1,0,0,0,3
1,76,43,0,2,0,0,2
0,97,85,1,0,1,0,3
1,40,71,1,0,1,0,3
1,39,69,1,1,1,1,2
1,78,51,1,1,1,0,2
1,53,0,0,2,1,1,2
2,20,23,1,0,1,1,1
2,36,88,1,0,0,0,3
2,42,27,1,2,0,0,2
0,72,54,0,0,0,1,1
0,1,93,0,1,0,1,4
0,89,30,0,2,1,0,2
2,58,11,0,1,0,0,2
1,60,55,1,2,0,0,2
0,34,50,1,0,1,0,3
0,34,62,1,1,0,1,2
1,94,92,1,2,1,1,2
0,19,70,0,2,1,1,2
1,62,39,0,2,1,0,2
0,65,35,1,2,1,0,2
0,34,95,0,1,1,1,2
1,25,6,0,2,0,1,2
2,93,93,1,1,0,0,2
2,4,79,1,2,1,1,2
2,23,94,0,2,0,0,2
0,22,88,0,0,0,1,1
0,64,70,0,1,1,0,2
0,61,83,0,0,1,1,1
1,56,41,1,2,0,0,2
0,30,61,1,1,0,0,2
2,19,79,0,1,1,1,2
0,4,50,1,0,0,0,3
2,1,59,0,0,1,1,4
1,46,30,1,1,1,1,2
1,97,73,1,1,0,1,2
1,86,41,1,2,1,1,2
0,93,33,0,1,0,0,2
1,28,55,0,1,0,0,2
0,75,1,1,1,0,0,2
2,37,77,1,0,0,0,3
0,55,81,0,1,0,0,2
0,4,88,0,2,1,1,2
1,70,72,0,0,0,0,1
2,10,42,1,0,1,1,3
1,48,84,1,1,1,1,2
0,20,55,1,0,0,1,3
1,44,44,0,2,1,1,2
0,21,66,0,2,1,1,2
2,82,30,1,2,1,0,2
0,30,76,1,2,0,0,2
1,100,33,0,1,1,0,2
1,26,54,1,1,0,0,2
0,63,81,1,0,0,0,3
2,78,21,1,2,0,1,2
1,70,72,1,0,1,1,3
0,53,23,1,2,1,1,2
0,87,33,1,0,1,1,5
0,99,28,0,1,0,0,2
2,67,84,1,1,1,1,2
0,23,57,1,1,0,0,2
1,33,75,0,0,1,0,1
2,46,60,1,1,0,0,2
1,33,15,0,2,1,1,2
0,24,55,0,2,1,0,2
2,85,62,0,1,1,1,2
2,92,73,0,2,1,0,2
2,77,41,1,1,1,0,2
2,97,17,0,2,0,0,2
1,60,64,1,2,0,0,2
2,7,17,0,0,1,1,1
0,18,56,0,2,1,0,2
2,77,64,1,1,0,1,2
2,24,88,1,1,1,0,2
1,63,28,1,0,1,0,1
0,77,71,0,0,1,1,1
1,93,12,1,2,0,0,2
0,71,59,1,0,1,1,3
2,20,6,0,2,0,1,2
1,94,43,0,0,0,1,1
2,21,66,0,0,1,1,0
1,5,8,0,2,1,1,2
0,51,14,0,2,1,0,2
1,0,85,0,2,0,0,4
1,70,86,1,0,0,1,3
0,85,68,0,0,0,1,1
1,1,70,1,0,0,1,4
2,67,70,0,2,0,1,2
2,13,21,1,1,0,0,2
0,87,10,0,1,0,1,2
2,55,91,1,0,1,0,3
0,14,22,0,0,1,0,1
0,19,79,0,1,1,0,2
2,84,21,1,2,1,0,2
0,14,11,1,0,1,0,1
0,80,82,1,1,1,0,2
2,94,70,1,2,1,1,2
1,1,32,0,0,0,1,4
2,64,35,1,2,0,1,2
2,15,62,1,1,1,1,2
2,16,8,1,1,0,1,2
1,94,85,0,2,0,0,2
2,20,30,0,1,1,0,2
2,72,11,0,2,0,1,2
2,18,30,1,1,1,0,2
2,32,74,0,2,0,1,2
1,66,43,1,1,1,0,2
1,58,12,1,1,1,1,2
1,89,90,1,0,1,1,3
0,78,75,0,2,0,0,2
0,33,84,0,1,1,0,2
0,72,65,0,2,1,1,2
2,60,56,0,2,0,0,2
1,70,98,1,1,1,1,2
0,72,60,1,1,0,1,2
2,83,62,1,1,1,1,2
0,30,77,1,1,0,0,2
0,56,52,0,1,1,1,2
2,70,24,0,2,1,0,2
1,15,50,0,2,0,0,2
0,77,49,1,2,1,0,2
1,74,11,1,0,0,1,1
1,56,6,1,2,0,1,2
0,19,99,1,2,1,0,2
0,32,60,1,1,0,1,2
0,67,51,1,1,0,1,2
2,86,67,0,1,0,1,2
2,4,67,0,0,0,0,0
1,96,48,1,1,1,0,2
0,11,22,0,1,0,0,2
1,44,4,0,0,0,0,1
1,49,2,1,2,0,0,2
1,38,35,1,1,0,1,2
2,64,23,0,1,0,1,2
2,13,56,1,2,1,0,2
1,42,56,1,0,1,1,3
1,16,1,1,1,1,0,2
2,81,13,1,2,1,0,2
2,72,96,0,2,0,0,2
0,35,7,0,2,1,0,2
0,80,39,1,0,0,0,1
2,35,67,1,1,1,0,2
0,48,1,1,2,1,0,2
0,26,31,0,0,1,0,1
0,20,32,0,1,1,1,2
2,34,10,1,2,1,1,2
1,63,4,1,1,1,0,2
2,30,99,0,2,0,1,2
1,44,37,1,1,0,1,2
1,80,87,1,2,0,0,2
1,33,62,0,1,1,1,2
1,63,89,1,0,1,0,3
0,18,40,0,0,0,0,1
1,67,57,1,1,1,1,2
1,21,69,1,0,1,1,0
0,62,25,1,1,1,0,2
2,79,14,0,0,0,0,1
0,30,4,1,0,1,0,1
0,8,80,1,2,0,1,2
2,33,6,0,2,1,1,2
0,94,58,0,0,1,0,1
1,35,84,0,2,0,0,2
0,88,93,1,0,1,1,3
0,56,88,0,2,0,1,2
1,27,68,1,0,1,1,0
0,52,99,0,1,1,0,2
2,66,64,0,0,1,1,1
0,66,67,0,1,1,0,2
0,81,62,0,0,0,0,1
2,88,21,1,0,1,1,5
0,96,67,0,2,1,0,2
1,2,20,1,1,1,0,4
1,82,63,1,2,1,0,2
2,20,78,1,1,1,0,2
0,6,97,0,1,0,1,2
1,28,16,1,1,0,0,2
2,69,12,0,1,1,0,2
0,99,99,0,0,0,0,1
0,74,58,1,0,1,1,3
0,4,68,1,1,0,0,2
2,39,21,0,0,0,0,1
1,43,63,0,2,0,1,2
1,85,56,1,0,0,1,3
1,76,26,0,0,1,1,5
1,49,92,1,0,0,1,3
0,45,27,1,2,1,0,2
1,96,89,1,1,0,0,2
2,66,44,0,1,0,1,2
2,31,74,1,2,1,0,2
1,47,89,1,1,0,0,2
0,81,70,0,1,0,0,2
1,71,21,1,0,1,1,5
1,43,51,1,2,0,0,2
1,36,37,0,0,1,1,1
0,72,64,0,1,0,0,2
0,16,60,0,1,0,0,2
2,31,79,0,0,1,0,1
1,17,21,1,0,0,1,1
1,81,54,0,0,0,0,1
2,5,41,1,2,1,0,2
0,74,34,1,1,0,0,2
0,58,3,0,2,1,1,2
1,4,64,1,0,1,0,0
1,55,70,1,0,0,1,3
0,69,13,0,0,0,0,1
2,70,2,1,0,0,0,1
2,51,60,1,1,0,0,2
1,60,36,1,2,1,0,2
1,73,32,0,1,1,0,2
2,63,71,0,0,0,1,1
2,96,13,1,2,1,0,2
0,99,2,1,0,1,0,1
2,10,9,0,1,1,0,2
0,50,24,0,0,1,1,5
2,93,25,0,1,1,0,2
2,22,100,1,1,1,0,2
2,96,86,1,2,0,0,2
0,72,8,1,1,1,0,2
1,8,94,1,2,0,0,2
1,30,93,1,0,1,1,3
2,34,23,0,1,1,1,2
2,47,96,0,0,0,0,1
0,98,98,0,1,1,0,2
0,28,55,0,1,1,0,2
1,9,20,0,2,1,0,2
2,35,91,1,0,0,1,3
1,71,30,0,0,1,1,5
2,3,43,1,0,0,0,3
1,26,28,1,1,0,0,2
1,39,42,0,2,1,1,2
1,6,30,0,2,0,1,2
2,2,56,0,2,1,0,4
1,68,80,0,0,1,0,1
0,87,61,0,2,1,1,2
2,35,7,0,2,1,0,2
0,36,12,1,0,1,1,1
2,10,60,1,2,0,0,2
0,31,99,1,2,0,0,2
1,63,26,1,0,1,1,5
0,23,26,1,0,0,1,1
1,62,94,1,2,0,0,2
2,55,77,1,0,0,0,3
2,37,95,0,2,0,1,2
2,92,14,1,0,0,1,1
1,32,85,1,2,0,1,2
2,36,48,1,1,1,1,2
0,53,70,1,0,1,1,3
1,36,68,0,1,1,0,2
0,49,79,1,0,0,1,3
1,43,1,0,0,0,1,1
0,33,44,1,2,0,0,2
2,64,81,1,2,0,1,2
0,1,74,1,0,0,1,4
2,57,87,1,2,1,0,2
2,38,40,0,0,0,0,1
1,57,4,0,0,0,0,1
2,53,79,0,1,0,0,2
1,71,32,1,2,1,1,2
2,11,97,1,0,1,0,0
2,55,37,0,2,0,0,2
1,33,21,0,1,1,1,2
0,20,9,0,0,0,0,1
2,3,35,1,0,0,0,1
2,19,4,0,2,1,0,2
2,72,33,0,0,0,0,1
1,30,27,0,0,1,1,1
1,87,46,1,0,1,0,3
1,68,27,1,1,1,1,2
2,31,85,1,2,1,0,2
1,55,50,1,1,1,1,2
1,47,82,1,2,1,0,2
1,22,83,1,0,1,0,0
2,12,96,1,0,0,1,0
2,4,51,0,2,1,1,2
1,16,91,0,0,0,1,0
2,5,8,1,2,1,1,2
1,7,75,1,1,1,0,2
2,59,72,1,0,1,1,3
0,55,38,1,1,0,1,2
0,21,86,1,0,1,1,3
1,6,15,0,2,1,0,2
0,35,75,0,1,1,0,2
0,82,53,0,2,0,1,2
2,3,27,0,2,0,1,2
2,70,66,1,1,1,0,2
2,30,34,0,1,0,1,2
0,64,65,0,2,0,0,2
1,34,41,1,0,0,1,3
0,12,31,1,1,0,1,2
2,70,59,0,1,1,0,2
0,23,42,0,0,1,1,1
2,17,78,0,1,0,1,2
0,7,42,0,0,1,1,1
0,64,77,0,1,0,1,2
0,39,38,1,1,0,0,2
2,92,74,1,2,0,1,2
0,99,19,1,1,0,1,2
1,30,90,1,0,1,1,3
1,21,58,0,0,0,1,0
1,99,95,0,0,1,1,1
2,26,44,0,0,1,1,1
2,29,63,1,0,1,0,0
1,66,52,1,1,0,1,2
2,98,62,1,0,0,0,3
0,23,94,0,2,0,1,2
2,16,58,0,0,1,0,0
1,1,58,1,2,0,0,4
1,37,38,1,1,1,1,2
2,33,61,0,0,1,0,1
2,76,95,0,2,1,1,2
2,9,10,0,0,0,1,1
1,0,72,0,1,1,0,4
0,4,16,0,0,0,1,1
0,36,94,0,1,1,1,2
2,70,30,1,1,1,1,2
1,69,62,1,1,0,1,2
1,14,39,0,1,0,1,2
0,66,9,1,1,1,0,2
0,40,31,1,0,1,1,1
0,10,92,0,1,1,0,2
0,5,45,1,1,0,0,2
0,41,54,0,2,1,1,2
0,4,59,0,2,1,0,2
0,54,99,0,2,1,0,2
2,40,37,1,0,1,1,1
2,77,2,0,2,0,1,2
0,92,75,0,0,1,0,1
0,31,11,0,2,0,0,2
0,81,31,0,2,0,1,2
1,40,79,1,1,1,0,2
1,83,61,0,0,1,1,1
0,81,37,1,1,0,0,2
1,20,90,0,2,1,0,2
2,43,88,1,1,1,1,2
0,60,99,1,2,0,1,2
1,95,4,1,1,1,0,2
0,98,78,1,2,0,0,2
0,90,18,1,2,0,0,2
2,63,85,0,0,0,0,1
0,77,5,0,1,1,0,2
0,39,82,0,2,1,1,2
1,8,29,1,2,0,1,2
1,22,49,0,2,0,0,2
0,75,69,1,1,1,1,2
2,17,44,0,0,0,0,1
0,79,34,1,0,0,0,1
2,45,36,1,1,1,0,2
1,80,99,0,1,1,0,2
0,50,9,0,1,0,0,2
1,21,86,0,0,0,0,0
2,61,78,0,2,0,1,2
2,5,3,1,1,0,1,2
0,53,41,0,0,0,0,1
2,57,29,0,0,1,1,5
2,40,32,1,0,0,1,1
2,36,22,1,1,1,1,2
1,88,64,0,0,1,0,1
1,51,17,1,2,1,1,2
1,41,25,1,1,1,0,2
2,81,61,1,2,0,0,2
0,92,2,0,2,1,0,2
2,89,37,1,0,1,0,1
2,38,52,1,2,0,1,2
0,87,93,1,2,1,1,2
0,3,91,0,2,0,1,2
0,35,11,1,0,1,0,1
0,57,83,1,2,1,0,2
2,17,46,1,1,0,1,2
0,3,84,1,0,1,1,3
1,96,79,0,2,0,1,2
0,82,26,0,0,1,0,1
2,65,45,1,2,0,1,2
0,75,3,0,0,0,1,1
2,79,53,1,1,0,1,2
2,97,76,1,2,0,0,2
2,7,96,1,2,1,0,2
2,62,19,1,0,0,1,1
1,82,7,1,2,0,1,2
0,45,23,1,2,1,0,2
1,98,29,0,1,0,0,2
0,40,30,0,1,1,1,2
0,67,12,0,1,0,1,2
1,95,25,0,1,1,1,2
2,41,19,0,1,1,0,2
1,26,55,1,0,0,0,0
1,3,43,1,1,1,0,2
1,82,70,1,2,1,1,2
0,28,63,1,2,0,0,2
0,65,59,1,0,1,0,3
2,61,72,1,2,0,0,2
2,70,47,1,1,0,1,2
0,67,79,0,1,1,1,2
0,83,93,1,0,1,1,3
1,72,18,0,1,0,1,2
2,29,19,1,2,1,1,2
0,52,17,1,1,0,0,2
0,42,4,0,0,1,0,1
0,24,15,1,2,1,0,2
0,92,9,1,2,1,1,2
0,84,42,1,0,1,1,3
1,30,100,0,0,1,1,1
2,80,4,0,1,0,1,2
1,80,16,0,0,0,0,1
2,17,68,1,0,0,0,0
2,55,14,1,1,1,1,2
1,18,63,1,1,0,0,2
1,73,30,0,0,1,0,1
1,21,36,1,2,0,1,2
2,57,66,1,1,1,1,2
2,91,39,0,2,0,0,2
2,85,33,1,1,0,1,2
2,55,1,0,2,0,1,2
0,3,47,0,1,0,1,2
1,96,98,1,2,1,0,2
0,93,9,1,1,1,0,2
1,28,85,0,2,1,0,2
1,100,62,1,1,1,0,2
0,87,30,1,2,1,0,2
0,9,40,1,2,0,1,2
1,91,77,1,2,1,0,2
2,51,44,1,1,0,1,2
0,96,54,1,2,0,0,2
2,99,73,1,2,0,1,2
1,42,26,0,1,0,1,2
2,24,93,0,1,0,1,2
2,90,79,1,1,1,1,2
0,88,94,0,0,1,0,1
0,57,32,0,0,0,1,1
0,66,81,1,2,1,1,2
2,49,72,0,0,1,1,1
2,22,60,1,2,1,1,2
0,63,30,0,1,1,0,2
0,6,69,0,2,1,0,2
0,8,41,1,2,0,0,2
0,92,23,1,1,1,1,2
2,74,31,1,0,0,1,1
2,9,27,1,0,1,0,1
0,54,38,0,1,0,1,2
2,30,92,0,0,0,0,1
1,50,18,1,0,1,1,5
1,91,29,0,1,0,0,2
0,38,99,0,2,0,0,2
1,35,14,0,1,1,0,2
2,42,3,1,0,1,0,1
0,81,46,1,0,1,0,3
2,57,2,1,2,0,1,2
1,34,44,1,0,0,1,3
1,16,76,1,1,1,0,2
2,95,7,0,0,0,1,1
1,85,82,0,1,1,0,2
1,36,75,0,2,1,1,2
1,46,21,0,1,1,1,2
2,29,34,0,2,1,0,2
0,94,37,0,1,0,0,2
1,77,11,1,0,1,1,5
1,93,39,0,0,1,0,1
0,55,74,1,1,1,0,2
2,19,38,0,0,1,1,1
2,96,98,0,1,1,1,2
1,7,52,1,0,0,0,0
2,70,77,0,1,0,0,2
1,99,18,0,0,1,0,1
2,99,78,1,2,0,0,2
2,19,67,1,2,1,1,2
1,19,65,0,1,0,1,2
